Owner	Route	STR NO	Structure Name	MP xxxx.xxx	Latitude ddmmss.ss	Longitude ddmmss.ss	County	Municipality
County	9012	121B112	BERNARD AVENUE OVER MILL BROOK	0.000	40.311764	-74.211658	MIDDLESEX	Edison township
County	9012	121B133	EXECUTIVE AVENUE OVER MILL BROOK	0.000	40.294338	-74.225266	MIDDLESEX	Edison township
County	9012	121B145	ROOSEVELT DR(CR657 II)/  RAHWAY RIVER	0.570	40.325976	-74.202346	MIDDLESEX	Edison township
County	9012	121B150	HOMESTEAD AVE OVER WOODBRIDGE CREEK	0.180	40.344652	-74.155565	MIDDLESEX	Woodbridge township
County	9012	121B502	WOODBRIDGE AV(CR514)/ RARITAN CNTR PKWY	30.800	40.312046	-74.202334	MIDDLESEX	Edison township
County	9012	121B504	MAIN ST / WOODBRIDGE CENTER DR.	33.660	40.324788	-74.17519	MIDDLESEX	Woodbridge Township (CDP)
County	9012	121B506	WOOD AVE (CR649) OVER SO. BRANCH OF RAHWAY RIVER	0.350	40.33546	-74.194836	MIDDLESEX	Woodbridge township
County	9012	121B507	DISTRIBUTION BLVD OVER MILL BROOK	0.000	40.295722	-74.224945	MIDDLESEX	Edison township
County	9012	121B515	MIDDLESEX AVENUE OVER DITCH	0.000	40.335324	-74.135545	MIDDLESEX	
County	9012	121B516	MIDDLESEX AVENUE OVER DITCH	0.000	40.335054	-74.133918	MIDDLESEX	
County	9012	121B517	MIDDLESEX AVENUE OVER DITCH	0.000	40.340595	-74.144024	MIDDLESEX	
County	9012	122B054	INMAN AVENUE(CR 602) /PUMPKIN PATCH BROOK	5.000	40.355544	-74.194128	MIDDLESEX	Woodbridge Township (CDP)
County	9012	122B059	CEDAR BROOK AVENUE OVER CEDAR BROOK	0.000	40.35353	-74.24346	MIDDLESEX	South Plainfield borough
County	9012	122B073	PLAINFIELD AVE(CO.RT.603)/BOUND BROOK	2.830	40.34582	-74.245022	MIDDLESEX	South Plainfield borough
County	9012	122B081	CLINTON AVE. (CO.RTE.605)/BOUND BROOK	0.000	40.345598	-74.254938	MIDDLESEX	South Plainfield borough
County	9012	122B093	NEW BRUNSWICK AVE./BOUND BROOK	1.660	40.34538	-74.262468	MIDDLESEX	
County	9012	122B116	STELTON RD(CR 529)/AMBROSE BROOK	2.560	40.315748	-74.25081	MIDDLESEX	
County	9012	122B127	METLARS LN(CO.RT. 609)/LAKE NELSON	3.410	40.322956	-74.261769	MIDDLESEX	
County	9012	122B129	S. RANDOLPHVILLE RD/AMBROSE BROOK	0.500	40.322209	-74.271069	MIDDLESEX	
County	9012	122B133	SIDNEY ROAD OVER AMBROSE BROOK	0.000	40.325003	-74.275126	MIDDLESEX	
County	9012	122B137	NEW MARKET RD (CO.RT.665)/BOUND BROOK	2.670	40.34356	-74.2732	MIDDLESEX	
County	9012	122B138	WASHINGTON AVE/NEW MARKET POND & CNRL	6.390	40.3436	-74.2712	MIDDLESEX	
County	9012	122B146	SOUTH AVENUE OVER BOUND BROOK	0.000	40.345088	-74.283756	MIDDLESEX	Middlesex borough
County	9012	122B155	LINCOLN AV(CO.RT.607)OVER BOUND BROOK	2.280	40.343963	-74.291795	MIDDLESEX	Middlesex borough
County	9012	122B156	LINCOLN BLVD OVER AMBROSE BROOK	1.000	40.335468	-74.301684	MIDDLESEX	Middlesex borough
County	9012	122B157	RARITAN AVENUE (CR 622) OVER AMBROSE BRK	7.420	40.340348	-74.311188	MIDDLESEX	Middlesex borough
County	9012	122B160	BAEKELAND AVENUE OVER AMBROSE BR.	1.240	40.335002	-74.30012	MIDDLESEX	
County	9012	122B174	HOES LANE OVER AMBROSE BROOK	2.580	40.325482	-74.283259	MIDDLESEX	
County	9012	122B175	PROSPECT AVENUE OVER BOUND BROOK	0.000	40.343558	-74.274296	MIDDLESEX	
County	9012	122B195	SCHOOL STREET OVER AMBROSE BROOK	0.610	40.320379	-74.254264	MIDDLESEX	
County	9012	122B231	SHEPHERD AVENUE OVER GREEN BROOK	0.000	40.342658	-74.311632	MIDDLESEX	Middlesex borough
County	9012	122B232	GREEN BROOK ROAD/GREEN BROOK	0.500	40.350564	-74.302892	MIDDLESEX	Middlesex borough
County	9012	122B235	EAST MAIN STREET/GREEN BROOK	0.180	40.334283	-74.312849	MIDDLESEX	Middlesex borough
County	9012	122B240	CENTENNIAL AVENUE/AMBROSE BROOK	1.480	40.330618	-74.284956	MIDDLESEX	
County	9012	122B241	POSSUMTOWN RD. OVER AMBROSE BRK	0.380	40.33204	-74.291092	MIDDLESEX	
County	9012	122B244	HAWTHORNE AVE OVER PUMPKIN PATCH BRK	0.000	40.354524	-74.193906	MIDDLESEX	Woodbridge Township (CDP)
County	9012	122B300	WEST SECOND ST. OVER BONYGUTT BROOK	0.000	40.352268	-74.284578	MIDDLESEX	Middlesex borough
County	9012	122B301	HARRISON AVENUE OVER MILL BROOK	0.000	40.30221	-74.25495	MIDDLESEX	Highland Park borough
County	9012	122B311	BELMONT AVENUE OVER BOUND BROOK	0.000	40.342248	-74.242344	MIDDLESEX	South Plainfield borough
County	9012	122B501	BUCKINGHAM DR.OVER TRIB.AMBROSE BROOK	0.000	40.315783	-74.271029	MIDDLESEX	
County	9012	122B511	SHAMROCK WAY OVER ROBINSON BROOK	0.000	40.35459	-74.21537	MIDDLESEX	
County	9012	122B514	LANGSTAFF AVENUE OVER AMBROSE BROOK	0.000	40.31233	-74.23393	MIDDLESEX	
County	9012	122B515	Brunswick Avenue over Ambrose Brook	0.000	40.31301	-74.24438	MIDDLESEX	Edison township
County	9012	122B516	MOUNTAIN AVENUE OVER REHOBATH BROOK	0.000	40.561673	-74.478731	MIDDLESEX	
County	9012	122B517	1st street over Ambrose Brook	0.000	40.332544	-74.293108	MIDDLESEX	
County	9012	122B518	Ethel Road over Ambrose Brook	0.000	40.315634	-74.251524	MIDDLESEX	
County	9012	123B019	WATER WORKS ROAD OVER DEEP RUN	0.000	40.24542	-74.21032	MIDDLESEX	Old Bridge township
County	9012	123B040	MATAWAN-OLD BRIDGE RD (CR 516) /LEFFERTS LAKE	6.260	40.242718	-74.145784	MIDDLESEX	Old Bridge township
County	9012	123B049	OLD BRIDGE-MATAWAN RD./DEEP RUN	0.910	40.243562	-74.204521	MIDDLESEX	Old Bridge township
County	9012	123B050	MATAWAN ROAD OVER SOUTH RIVER	0.000	40.244464	-74.21522	MIDDLESEX	Old Bridge township
County	9012	123B063	SPRING VALLEY ROAD OVER DEEP RUN	0.000	40.223	-74.18121	MIDDLESEX	Old Bridge township
County	9012	123B076	BORDENTOWN AV OVER TENNENTS BROOK	18.620	40.254095	-74.203941	MIDDLESEX	Sayreville borough
County	9012	123B077	BORDENTOWN AV(CO.RT.615)OVER DEEP RUN	17.920	40.251697	-74.211447	MIDDLESEX	Sayreville borough
County	9012	123B078	BORDENTOWN AVENUE OVER SOUTH RIVER	17.410	40.245933	-74.214212	MIDDLESEX	Old Bridge township
County	9012	123B081	MAIN STREET OVER BURTS CREEK	2.970	40.28267	-74.191884	MIDDLESEX	Sayreville borough
County	9012	123B093	MAIN STREET / SOUTH RIVER	27.380	40.271974	-74.221722	MIDDLESEX	South River borough
County	9012	123B133	MAIN STREET OVER MILL POND	3.250	40.270474	-74.261326	MIDDLESEX	Milltown borough
County	9012	123B135	FERN ROAD OVER IRELAND BROOK	0.000	40.243132	-74.255142	MIDDLESEX	East Brunswick township
County	9012	123B140	RIVA AVE OVER LAWRENCE BROOK	2.430	40.265543	-74.264661	MIDDLESEX	Milltown borough
County	9012	123B144	RIVA AVENUE OVER BEAVERDAM BROOK	0.600	40.25467	-74.28068	MIDDLESEX	East Brunswick township
County	9012	123B145	WASHINGTON PLACE OVER FARRINGTON LAKE	0.000	40.26247	-74.28031	MIDDLESEX	North Brunswick township
County	9012	123B146	BURNET STREET OVER LAWRENCE BROOK	0.370	40.285963	-74.244396	MIDDLESEX	New Brunswick city
County	9012	123B151	RYDERS LANE (CR617)/ WESTON MILL POND	6.050	40.280132	-74.253618	MIDDLESEX	North Brunswick township
County	9012	123B152	RYDERS LANE (CR 617) / SAWMILL BROOK	5.440	40.273036	-74.253045	MIDDLESEX	East Brunswick township
County	9012	123B156	TICES LANE/TRIB OF LAWRENCE BROOK	0.000	40.271302	-74.24507	MIDDLESEX	East Brunswick township
County	9012	123B168	LANDING LANE (CR 609) OVER MILE RUN BROOK	0.290	40.30199	-74.28027	MIDDLESEX	New Brunswick city
County	9012	123B170	LANDING LANE (CR 609) OVER RARITAN RIVER	0.290	40.303108	-74.274956	MIDDLESEX	New Brunswick city
County	9012	123B171	EASTON AVENUE (CR 527) OVER MILE RUN BROOK	48.120	40.30181	-74.28016	MIDDLESEX	New Brunswick city
County	9012	123B200	CRANBURY ROAD (CR 535) OVER IRELAND BROOK	23.590	40.24597	-74.24477	MIDDLESEX	East Brunswick township
County	9012	123B201	CRESCENT AVE. OVER TRIB. TO CEDAR BR.	0.000	40.23426	-74.24147	MIDDLESEX	Spotswood borough
County	9012	123B202	PERRINE ROAD OVER BR.OF TENNENT BROOK	0.000	40.261828	-74.183445	MIDDLESEX	Old Bridge (CDP)
County	9012	123B203	SHELLY ROAD OVER BR. OF TENNENT BROOK	0.000	40.26214	-74.182841	MIDDLESEX	Old Bridge (CDP)
County	9012	123B231	CR 606 (MILLTOWN ROAD) OVER SAWMILL BROOK	1.080	40.262688	-74.2433	MIDDLESEX	East Brunswick township
County	9012	123B232	KIMBERLY ROAD OVER SAWMILL BROOK	0.000	40.264818	-74.243348	MIDDLESEX	East Brunswick township
County	9012	123B233	MILLBROOK COURT OVER SAWMILL BROOK	0.000	40.270012	-74.243312	MIDDLESEX	East Brunswick township
County	9012	123B502	"POINT ""O"" WOODS DRIVE OVER STREAM"	0.000	40.22516	-74.181392	MIDDLESEX	Old Bridge township
County	9012	123B510	FERRY ROAD OVER DEEP RUN BROOK	0.000	40.230283	-74.182606	MIDDLESEX	Old Bridge (CDP)
County	9012	124B003	COZZENS LANE OVER SIX MILE RUN	0.590	40.27205	-74.29574	MIDDLESEX	North Brunswick township
County	9012	124B027	CHURCH LANE (694) OVER FARRINGTON LAKE	1.100	40.252778	-74.283888	MIDDLESEX	East Brunswick township
County	9012	124B029	FRESH PONDS ROAD OVER IRELANDS BROOK	1.020	40.24352	-74.2754	MIDDLESEX	East Brunswick township
County	9012	124B031	DAVIDSONS MILL RD OVER LAWRENCE BROOK	3.540	40.24588	-74.293702	MIDDLESEX	South Brunswick township
County	9012	124B033	RIVA AVENUE OVER IRELAND BROOK	1.280	40.25133	-74.29059	MIDDLESEX	South Brunswick township
County	9012	124B034	DAVIDSONS MILL ROAD OVER OAKLEYS BRK.	3.810	40.25056	-74.29522	MIDDLESEX	South Brunswick township
County	9012	124B036	DEANS-RHODE HALL RD OVER LAWRENCE BRK	2.990	40.241374	-74.304368	MIDDLESEX	South Brunswick township
County	9012	124B037	RIVA AVENUE OVER LAWRENCE BROOK	0.320	40.24467	-74.29566	MIDDLESEX	South Brunswick township
County	9012	124B054	RIDGE RD OVER HEATHCOTE BROOK	0.450	40.22146	-74.36404	MIDDLESEX	South Brunswick township
County	9012	124B055	RAYMOND ROAD OVER CARTER BROOK	0.000	40.22517	-74.35444	MIDDLESEX	South Brunswick township
County	9012	124B058	DUNHAMS CORNER ROAD OVER IRELAND BRK.	1.110	40.24242	-74.26474	MIDDLESEX	East Brunswick township
County	9012	124B068	MAPLETON RD OVER HEATHCOTE BROOK	0.000	40.22119	-74.36568	MIDDLESEX	South Brunswick township
County	9012	124B083	PLAINSBORO ROAD OVER CEDAR BROOK	2.130	40.192664	-74.330972	MIDDLESEX	Plainsboro township
County	9012	124B086	GEORGE DAVIDSON ROAD / CRANBURY BROOK	0.000	40.1927	-74.335352	MIDDLESEX	Cranbury township
County	9012	124B087	PLAINSBORO ROAD OVER DEVILS BROOK	5.490	40.2	-74.364272	MIDDLESEX	Plainsboro township
County	9012	124B090	MAPLE AVENUE OVER CRANBURY BROOK	0.000	40.1936	-74.36088	MIDDLESEX	Plainsboro township
County	9012	124B093	CRANBURY NECK RD(RT 615)/ MILLSTONE R	0.000	40.18486	-74.35201	MIDDLESEX	Plainsboro township
County	9012	124B098	OLD CRANBURY RD/MILLSTONE RIVER	0.000	40.17351	-74.31359	MIDDLESEX	Cranbury township
County	9012	124B104	MAIN STREET OVER CEDAR BROOK	0.150	40.19345	-74.30314	MIDDLESEX	Cranbury township
County	9012	124B105	MAIN STREET (CR 535) OVER CRANBURY BROOK	14.070	40.18351	-74.31016	MIDDLESEX	Cranbury township
County	9012	124B106	HIGHTSTOWN RD (CR 539)/MILLSTONE RIVER	53.150	40.171194	-74.311482	MIDDLESEX	Cranbury township
County	9012	124B107	PROMENADE BLVD (CR 522) / LAWRENCE BROOK	1.730	40.2306	-74.3236	MIDDLESEX	South Brunswick township
County	9012	124B109	CO RT 522 OVER HEATHCOTE BROOK	0.740	40.231896	-74.33186	MIDDLESEX	South Brunswick township
County	9012	124B200	SCUDDER'S MILL RD (CR 614) / AMTRAK	1.600	40.201992	-74.354326	MIDDLESEX	Plainsboro township
County	9012	124B500	BLACK HORSE LANE OVER OAKLEYS BROOK	0.000	40.2459	-74.30196	MIDDLESEX	North Brunswick township
County	9012	124B501	GEORGES ROAD (CR 697) OVER LAWRENCE BROOK	3.130	40.23555	-74.311566	MIDDLESEX	South Brunswick township
County	9012	124B503	SCHMIDT LANE OVER SIX MILE RUN	0.000	40.27137	-74.30179	MIDDLESEX	North Brunswick township
County	9012	124B505	NORTH UMBERLAND WAY OVER BR. OF HEATHCOTE BROOK	0.000	40.23261	-74.32286	MIDDLESEX	South Brunswick township
County	9012	124B508	NORTHUMBERLAND WAY OVER COW YARD BROOK	0.000	40.243433	-74.315327	MIDDLESEX	South Brunswick township
County	9012	124B510	MIDDLESEX BLVD. OVER STREAM	0.000	40.232028	-74.270948	MIDDLESEX	South Brunswick township
County	9012	124B530	Kory Drive over Branch Oakays Brook	0.000	40.260379	-74.315039	MIDDLESEX	South Brunswick township
County	9012	124B533	Aaron Road over Six Mile Run	0.000	40.263206	-74.305113	MIDDLESEX	
County	9012	125B019	ENGLISHTOWN ROAD (CR 527)OVER BARCLAYS BROOK	33.710	40.215424	-74.212585	MIDDLESEX	Old Bridge township
County	9012	125B028	ENGLISHTOWN RD CR527 / MATCHAPONIX BRK	32.450	40.194848	-74.213978	MIDDLESEX	Old Bridge township
County	9012	125B030	UNION HILL ROAD / MATCHAPONIX BROOK	0.000	40.19216	-74.21348	MIDDLESEX	Monroe township
County	9012	125B037	MUNDY AVE OVER MATCHAPONIX BROOK	0.000	40.232274	-74.225424	MIDDLESEX	Spotswood borough
County	9012	125B038	DEVOE AV (CR 613) OVER MANALAPAN BRK.	5.850	40.232652	-74.232388	MIDDLESEX	Spotswood borough
County	9012	125B045	OLD TEXAS RD OVER MATCHAPONIX BRK	1.090	40.213618	-74.220348	MIDDLESEX	Monroe township
County	9012	125B055	RUE ROAD OVER MATCHAPONIX BROOK	0.000	40.202245	-74.222258	MIDDLESEX	Monroe township
County	9012	125B083	SPOTSWOOD-GRAVEL HILL RD/MANALAPAN BK	0.000	40.182094	-74.24402	MIDDLESEX	Monroe township
County	9012	125B088	FEDERAL ROAD OVER MANALAPAN BROOK	3.530	40.174607	-74.235251	MIDDLESEX	Monroe township
County	9012	125B096	HOFFMAN STA. RD (CR 614) / MANALAPAN BROOK	11.690	40.1854	-74.25	MIDDLESEX	Monroe township
County	9012	125B097	SCHOOLHOUSE ROAD OVER MANALAPAN BROOK	0.000	40.19375	-74.25107	MIDDLESEX	Monroe township
County	9012	125B100	DANIEL ROAD OVER MANALAPAN BROOK	0.000	40.22512	-74.24282	MIDDLESEX	Spotswood borough
County	9012	125B101	OLD FORGE RD / MANALAPAN BROOK	0.000	40.222952	-74.245478	MIDDLESEX	Helmetta borough
County	9012	125B110	NEW STREET OVER BARCLAY_S BROOK	0.000	40.20438	-74.25301	MIDDLESEX	Jamesburg borough
County	9012	125B111	FORGE STREET OVER BARCLYS BROOK	0.000	40.20506	-74.25376	MIDDLESEX	Jamesburg borough
County	9012	125B112	LAKE STREET OVER MANALAPAN BROOK	0.000	40.205436	-74.254764	MIDDLESEX	Jamesburg borough
County	9012	125B113	PERGOLA AVENUE (CR 612) OVER BARCLAY BROOK	2.410	40.20516	-74.26002	MIDDLESEX	Jamesburg borough
County	9012	125B114	BUCKELEW AVE. OVER MANALAPAN BROOK	8.870	40.205196	-74.260504	MIDDLESEX	Jamesburg borough
County	9012	125B122	FEDERAL ROAD OVER CRANBURY BROOK	0.410	40.1725	-74.27198	MIDDLESEX	Monroe township
County	9012	125B131	PERRINEVILLE ROAD / MILLSTONE RIVER	3.190	40.161788	-74.26138	MIDDLESEX	Monroe township
County	9012	125B137	UNION VALLEY RD (CR 615) CRANBURY BK.	6.980	40.18042	-74.2748	MIDDLESEX	Monroe township
County	9012	125B144	APPLEGARTH RD (CR 619) / CRANBURY BRK	3.660	40.18182	-74.28235	MIDDLESEX	Monroe township
County	9012	125B152	APPLEGARTH RD (CR 619)/ MILLSTONE RIVER	1.510	40.162892	-74.282046	MIDDLESEX	Monroe township
County	9012	125B153	BENTLEY ROAD OVER MILLSTONE RIVER	0.000	40.16102	-74.27594	MIDDLESEX	Monroe township
County	9012	125B164	BRICK YARD ROAD OVER MILLSTONE RIVER	0.160	40.163974	-74.29274	MIDDLESEX	Cranbury township
County	9012	125B170	HGHTSTWN-CRNBURY STA.RD/MILLSTONE RVR	0.000	40.16591	-74.30348	MIDDLESEX	Cranbury township
County	9012	125B172	CRANBURY S RIVER RD (CR 535)/CEDAR BROOK	15.740	40.19333	-74.29551	MIDDLESEX	Cranbury township
County	9012	125B181	STATE STREET OVER BARCLAY_S BROOK	0.000	40.20403	-74.25191	MIDDLESEX	Jamesburg borough
County	9013	13000A2	WILLOW BROOK RD OVER WILLOW BROOK	0.000	40.1948	-74.1024	MONMOUTH	Colts Neck township
County	9013	13000A4	HILLSDALE RD / BIG BRK	0.000	40.1911	-74.121	MONMOUTH	Colts Neck township
County	9013	13000A7	BUCKS MILL ROAD OVER YELLOW BROOK	0.000	40.1712	-74.1154	MONMOUTH	Colts Neck township
County	9013	1.3E+06	LEWIS STREET OVER WAMPUM BROOK	0.000	40.18054	-74.04036	MONMOUTH	Eatontown borough
County	9013	13000F8	RT.537(COLTS NECK ROAD)/YELLOW BROOK	55.000	40.16282	-74.13318	MONMOUTH	Freehold township
County	9013	13000H2	CO RT520 OVER WILLOW BROOK	9.390	40.204294	-74.115122	MONMOUTH	Holmdel township
County	9013	13000H7	MIDDLE RD/ WAACKAACK CREEK	0.470	40.252388	-74.080744	MONMOUTH	Holmdel township
County	9013	13000N1	JUMPING BROOK ROAD OVER JUMPING BROOK	0.400	40.134183	-74.045304	MONMOUTH	Neptune township
County	9013	13000N5	OLD CORLIES AV(60 RTE 17)/JUMPING BRK	0.490	40.120936	-74.035472	MONMOUTH	Neptune township
County	9013	13000R2	FRONT ST(C.R.6) OVER LUPPATATONG CRK	0.860	40.260672	-74.122664	MONMOUTH	Keyport borough
County	9013	13000R3	BROADWAY OVER CHINGARORA CREEK	0.770	40.262148	-74.111788	MONMOUTH	Keyport borough
County	9013	13000R4	STONE ROAD (CR 6) OVER CHINGARORA CREEK	0.090	40.262184	-74.111752	MONMOUTH	Keyport borough
County	9013	13000R6	VIRGINIA AV / EAST CRK	0.000	40.2548	-74.1005	MONMOUTH	Hazlet township
County	9013	13000R7	UNION AVE(CR 39) OVER FLAT CREEK	1.560	40.264996	-74.100012	MONMOUTH	Union Beach borough
County	9013	13000U7	EMLEYS MILL RD / LAHAWAY	0.000	40.074887	-74.28143	MONMOUTH	Upper Freehold township
County	9013	13000W1	ALLAIRE ROAD (CO.524) OVER MILL RUN	34.700	40.09351	-75.072856	MONMOUTH	Wall township
County	9013	13000W2	HOSPITAL RD. / MANASQUAN	0.000	40.0836	-74.0702	MONMOUTH	Wall township
County	9013	13000W3	ALLENWOOD-LAKEWOOD ROAD / MANASQUAN RIVER	7.400	40.081312	-74.062876	MONMOUTH	Wall township
County	9013	13000W7	GREEN AV / DEBBIES CRK	0.000	40.063901	-74.030766	MONMOUTH	Brielle borough
County	9013	13000W9	BRIELLE ROAD OVER GLIMMER GLASS	0.560	40.064261	-74.024185	MONMOUTH	Mansquan borough
County	9013	13003B7	OCEAN BLVD OVER WHALE CREEK	0.000	40.27	-74.133	MONMOUTH	Aberdeen township
County	9013	1300A15	LAURELWOOD DR / BIG BRK	0.000	40.1812	-74.1148	MONMOUTH	Colts Neck township
County	9013	1300A17	HOMINY HILL RD OVER MINE BROOK	0.000	40.165	-74.1116	MONMOUTH	Colts Neck township
County	9013	1300A18	CR 537(COLTS NECK RD)/MINE BRK.	57.890	40.171428	-74.102568	MONMOUTH	Colts Neck township
County	9013	1300A20	HEYERS MILL ROAD OVER YELLOW BROOK	0.000	40.173	-74.11	MONMOUTH	Colts Neck township
County	9013	1300A23	CREAMERY RD / YELLOW BRK	0.000	40.1748	-74.1006	MONMOUTH	Colts Neck township
County	9013	1300A24	CREAMERY RD / MINE BRK	0.000	40.173	-74.1009	MONMOUTH	Colts Neck township
County	9013	1300A29	CROSS RD / BIG BRK	0.000	40.192402	-74.1026	MONMOUTH	Colts Neck township
County	9013	1300A38	CR.54(PHALANX RD) OVER HOP BROOK	2.720	40.190228	-74.07516	MONMOUTH	Middletown township
County	9013	1300A40	MUHLENBRINK RD / YELLOW	0.000	40.1757	-74.0923	MONMOUTH	Colts Neck township
County	9013	1300A42	LAIRD RD / YELLOW BRK	0.000	40.181834	-74.084051	MONMOUTH	Colts Neck township
County	9013	1300A51	HOCKHOCKSON RD/HOCKHOCKS	0.000	40.172341	-74.071694	MONMOUTH	Colts Neck township
County	9013	1300A54	LONG BRIDGE RD / WILLOW	0.000	40.193438	-74.093444	MONMOUTH	Colts Neck township
County	9013	1.3E+16	CR.11(OCEANPORT AVE)/OCEANPORT CREEK	0.490	40.185292	-74.015412	MONMOUTH	Oceanport borough
County	9013	1.3E+17	EAST MAIN STREET/ PEMBERTON CREEK	1.000	40.18504	-74.014152	MONMOUTH	Oceanport borough
County	9013	1.3E+21	COUNTY ROUTE 33 OVER PARKERS CREEK	1.730	40.193036	-74.011056	MONMOUTH	Oceanport borough
County	9013	1.3E+23	BRANCHPORT AV(CRT29)/BRANCHPORT CREEK	0.880	40.183924	-74.002016	MONMOUTH	Oceanport borough
County	9013	1.3E+27	TINTON AV(CO.537) OVER NJ TRANSIT	64.170	40.182052	-74.040552	MONMOUTH	Eatontown borough
County	9013	1300F04	ROBERTSVILLE ROAD OVER TEPEHEMUS BK	0.000	40.174176	-74.163108	MONMOUTH	Freehold township
County	9013	1300F30	CR 524(ELTON-ADEL.RD)/APPLEGATES CRK.	25.500	40.131344	-74.154248	MONMOUTH	Freehold township
County	9013	1300F32	CR.524(ELTON-ADELPHIA RD)/BR.MANAS.RI	24.540	40.131632	-74.164728	MONMOUTH	Freehold township
County	9013	1300F45	GEORGIA ROAD OVER MANASQUAN RIVER	0.000	40.1242	-74.1744	MONMOUTH	Freehold township
County	9013	1300F51	JACKSON MILLS ROAD / MANASQUAN RIVER	0.000	40.1237	-74.1639	MONMOUTH	Freehold township
County	9013	1300F55	POND ROAD OVER MCGELLAIRD_S BROOK	0.000	40.1632	-74.1717	MONMOUTH	Freehold township
County	9013	1300F60	NOMOCO RD / N.BRANCH METEDECONK RIVER	0.000	40.1102	-74.185	MONMOUTH	Freehold township
County	9013	1300F67	KOZLOSKI ROAD EXTENSION OVER RAMP A	0.000	40.161554	-74.144266	MONMOUTH	Freehold township
County	9013	1300H23	CR 52 (VAN SCHOICK ROAD) OVER MAHORAS BROOK	3.350	40.230402	-74.084268	MONMOUTH	Holmdel township
County	9013	1300H27	ROBERTS RD / HOP BRK	0.000	40.221238	-74.103203	MONMOUTH	Holmdel township
County	9013	1300H30	CR.4(SOUTH STREET)/WILLOW BROOK.	1.870	40.20172	-74.111392	MONMOUTH	Holmdel township
County	9013	1300H31	WILLOW BRK RD / HOP BRK	0.000	40.194731	-74.101982	MONMOUTH	Holmdel township
County	9013	1300H33	E.MAIN ST(CR.520)/RAMANESSIN BROOK.	10.630	40.2042	-74.10282	MONMOUTH	Holmdel township
County	9013	1300HL5	ADELP-FARMING RD/YELLOW BROOK	28.910	40.120936	-74.120792	MONMOUTH	Howell township
County	9013	1300HL6	KETCHAM ROAD OVER MANASQUAN RIVER	0.000	40.120448	-74.124552	MONMOUTH	Howell township
County	9013	1300HL8	HAVENS BRIDGE ROAD / MANASQUAN RIVER	0.000	40.121796	-74.142137	MONMOUTH	Howell township
County	9013	1300MA2	CHURCH ST OVER MOHINGSON BROOK	0.430	40.242412	-74.131704	MONMOUTH	Aberdeen township
County	9013	1300MA5	MILL RD / GRAVELLY BRK	0.000	40.235635	-74.135603	MONMOUTH	Matawan borough
County	9013	1300MA6	CHURCH ST.(C.R.45)OVER GRAVELLY BROOK	0.000	40.242376	-74.131524	MONMOUTH	Aberdeen township
County	9013	1300MA9	COUNTY ROUTE 6A OVER MATAWAN CREEK	0.150	40.245652	-74.135628	MONMOUTH	Matawan borough
County	9013	1300ML6	ROBERTSVILLE RD / MILFOR	0.000	40.19	-74.1715	MONMOUTH	Marlboro township
County	9013	1300ML8	CLAYTON RD OVER PINE BROOK	0.000	40.200264	-74.182013	MONMOUTH	Marlboro township
County	9013	1300MT3	PORT MONMOUTH RD / PEWS	0.850	40.2629	-74.0613	MONMOUTH	Middletown township
County	9013	1300MT4	BRDWAY / COMPTON CRK	0.000	40.254784	-74.053267	MONMOUTH	Middletown township
County	9013	1300MT5	CHURCH ST / COMPTONS CRK	0.000	40.2551	-74.05223	MONMOUTH	Middletown township
County	9013	1300MT8	CAMPBELL AVENUE / COMPTONS CREEK	0.000	40.253117	-74.054023	MONMOUTH	Middletown township
County	9013	1300MT9	CHERRY TREE FARM RD (CR 516)/COMPTONE CREEK	15.800	40.244768	-74.062427	MONMOUTH	Middletown township
County	9013	1300N14	GRAND AVE OVER SUNSET LAKE	0.000	40.133314	-74.001744	MONMOUTH	Asbury Park city
County	9013	1300N16	MAIN ST (CR15) OVER DEAL LAKE	0.060	40.135016	-74.002988	MONMOUTH	Asbury Park city
County	9013	1300N17	EAST END AVE OVER MUSQUASH BROOK	0.380	40.11492	-74.023048	MONMOUTH	Neptune City borough
County	9013	1300O10	SUNSET AVENUE OVER DEAL LAKE	1.100	40.134548	-74.010624	MONMOUTH	Asbury Park city
County	9013	1300O11	MAIN STREET OVER DEAL LAKE	0.020	40.135628	-74.001008	MONMOUTH	Allenhurst borough
County	9013	1300O12	CR.31(CORLIES AVE.) OVER DEAL LAKE	0.800	40.1415	-74.002988	MONMOUTH	Ocean township
County	9013	1300O13	MONMOUTH RD (RTE 15) OVER DEAL LAKE	0.810	40.141288	-74.004823	MONMOUTH	Interlaken borough
County	9013	1300O21	OCEAN AVENUE OVER LAKE TAKANASSEE	2.850	40.163612	-73.590708	MONMOUTH	Long Branch city
County	9013	1300O23	WOODGATE AVENUE OVER WHALE POND BROOK	0.000	40.163807	-73.5945	MONMOUTH	Long Branch city
County	9013	1300O29	COUNTY RTE 33 OVER BRANCHPORT CREEK	0.340	40.191308	-73.59474	MONMOUTH	Oceanport borough
County	9013	1300O30	CR29 ATLANTIC AVE/BR BRANCHPORT CREEK	1.020	40.183744	-74.001332	MONMOUTH	Long Branch city
County	9013	1300O35	ATLANTIC AVE OVER TROUTMAN'S CREEK	1.760	40.185796	-73.593192	MONMOUTH	Long Branch city
County	9013	1300O40	PATTEN AVE OVER MANAHASSETT CREEK	0.590	40.194116	-73.593084	MONMOUTH	Long Branch city
